027;1;1
099;3;1
072;1;1
038;2;1
096;1;1
094;1;1
077;2;2
037;4;2
036;2;2
059;4;2
032;4;2
046;2;2
010;3;2
002;2;2
004;2;2
026;2;2
012;2;2
014;2;2
020;4;2
024;2;2
032;2;3
016;2;3
026;2;3
043;1;3
045;2;3
047;1;3
048;1;3
041;1;3
097;2;3
088;2;3
094;2;3
044;1;3
026;1;4
039;1;4
084;4;4
036;1;4
090;1;4
061;2;4
029;1;4
040;2;4
027;3;4
031;4;4
024;2;4
022;2;4
021;1;4
094;2;4
016;2;4
014;2;4
091;2;4
047;1;4
049;2;4
048;1;4
102;2;4
054;2;4
053;4;4
057;1;4
050;1;4
050;1;5
052;1;5
013;2;5
010;1;5
062;1;5
009;2;5
008;2;5
006;2;5
057;2;5
027;1;5
090;4;6
097;4;6
004;4;6
006;4;6
007;4;6
001;6;6
080;4;6
073;2;6
069;2;6
050;2;6
096;2;6
092;4;6
095;2;6
031;3;6
094;2;6
047;2;6
018;4;6
068;2;6
030;2;6
077;6;6
048;2;6
010;4;6
073;2;7
093;6;7
098;4;7
